Text	Start Time (s)	duration	label
Spike baiting out the swings from the	6893.56	3.84	1
Sentinels but no picks until celus gets	6895.28	4.64	1
the lurk kill one more to go celsus	6897.4	5.44	1
again with the lurk to put three in	6899.92	5.92	1
round and putting sels one run away up	6902.84	5.48	1
tying the game we heard Kaplan talking	6905.84	5.44	1
to smicks at halim about how it's John	6908.32	5.44	1
cue and zelis and you have to think that	6911.28	5.08	1
there was a lot of zalis going in to	6913.76	5.359	1
that round the timing the calls how much	6916.36	4.879	1
time they needed to defend in sight or	6919.12	4.641	1
play back in sight for him to get there	6921.24	5.521	1
in the flank controls the map we see	6923.76	4.52	1
zelus come up with two big ones there	6926.76	4.839	1
towards the end 9 to8 now Sentinels only	6928.28	5.76	1
trailing by one with the last four	6931.6	4.881	1
rounds in their favor get out of my way	6934.04	3.92	1
it's going to be a push down here loud	6936.48	3.56	1
wants to start to get aggressive even on	6937.96	4.32	1
their Low by they have to get under the	6940.04	3.84	1
skin of Sentinels here they can't keep	6942.28	4.52	1
playing default it seems qk just Hur the	6943.88	4.719	1
turret actually he's still in range	6946.8	4.799	1
where by somebody but instead just wants	6948.6	5.921	1
to deny visibility for Sentinels by	6951.6	5.04	0
breaking a turret early so Sentinels	6954.52	4.52	0
pushing towards the a side instead	6956.64	4.241	1
should be a wingman plan here trade back	6959.04	4.199	1
and forth nice shot by qck Dash	6960.88	4.759	1
activated as well Stinger upgrade back	6963.24	4.84	1
into the sheriff sank bite pushing away	6965.64	5.361	1
Reckoning instantly getting popped as	6968.08	5.6	1
Sassi gets the plant from the wing	6971.0	5.239	1
manist now there's that jump up sashy	6973.68	5.201	0
almost got that pick onto Les jumping up	6976.24	4.36	0
towards the a who does get a pick of his	6978.88	3.239	1
own with the sheriff we talk about the	6980.6	3.52	1
LLY here loud has to make plays and it's	6982.12	5.401	1
working out Aline no contact L with the	6984.12	7.201	1
wall bang onto S as well up to the igl	6987.52	5.92	1
John cue springing across left and right	6991.32	4.44	1
now let is sticking on that plant it's	6993.44	3.679	1
looking pretty good here to hold it in	6995.76	5.28	1
the end the lower by four L the Thrifty	6997.12	5.761	1
as the answer right back and that hope	7001.04	3.88	1
is slowly dwindling away here since	7002.88	4.48	1
Sentinels forced by in the second round	7004.92	4.6	1
of the half the Cove really putting it	7007.36	4.279	0
damper there on Sentinels trying to get	7009.52	4.599	0
to the spike Sai throws out a m just	7011.64	4.6	0
boink right	7014.12	4.761	0
off and that's crazy that he's able to	7016.24	4.561	0
get and break the turret down towards	7018.88	3.6	0
bottom M and still come back to get an	7020.8	5.04	1
opener on holding the a	7022.48	6.96	1
site loud making the perfect little	7025.84	5.759	1
Corrections here crash in this coming	7029.44	3.36	1
round and then they're going to have the	7031.6	3.04	1
sight with a lock down if they don't	7032.8	4.08	0
have that to hold for or if they if um	7034.64	3.921	0
they don't use it they can have it for	7036.88	3.44	0
the next round so a lot of things loud	7038.56	6.2	0
has to deal with right now sheriff for	7040.32	4.44	0
Less he's got money there wait a minute	7044.96	4.8	0
like no way you just have a sheriff	7048.36	3.879	1
right now we just talked about this	7049.76	4.24	1
there yeah you'd mentioned clearing out	7052.24	3.201	1
I mean that's the path that they usually	7054.0	3.239	1
do here with the smash they could around	7055.44	4.56	1
the 410 yeah pick it back up and Al just	7057.24	4.681	1
behind 410 to really gain even more	7060.0	3.8	1
space allowing time for them to set up	7061.92	5.199	1
for a full PL out that's why you see	7063.8	6.0	1
zela moving up with the team John C one	7067.12	5.12	1
watching the flank to start the knife to	7069.8	3.72	1
see if loud's going to try to push	7072.24	3.081	1
forward with qck on the Y but he's	7073.52	3.719	1
posted up towards b	7075.32	3.919	1
instead	7077.24	5.281	1
initi so cycling the lock down before	7079.24	5.561	0
the thrash to start things	7082.52	5.44	0
off don't get in my way Les is just	7084.8	6.24	0
trying to get that timing why not yeah	7087.96	6.92	0
he'll be fine back there to run back	7091.04	3.84	1
in PL on the left side though ooh they	7095.2	5.44	1
do get the spray on behind the Cascade	7098.56	4.599	1
so that Spike down remember the thrash	7100.64	4.96	1
is still available for Sashi zela	7103.16	4.48	1
getting some sprays it's the battle	7105.6	4.12	1
inside that pit playing on the	7107.64	3.56	1
extremities of it but with that Spike	7109.72	3.081	1
being down out in the open looks like we	7111.2	3.241	1
have to try to reset for Sentinels it's	7112.8	3.72	1
a thrash to Make Some Noise allowing zel	7114.44	4.04	1
once again to look for a timing on that	7116.52	4.28	1
flank underhand flash being thrown Spike	7118.48	4.96	1
now being picked up as they pull back	7120.8	4.6	1
away from this leaving Z on the top but	7123.44	3.799	1
this whole time as zelus is lurking	7125.4	4.0	1
towards middle that op was always	7127.24	4.521	1
towards that b side and if they don't	7129.4	3.799	1
use the right utility to try to clear it	7131.76	3.6	1
here 30 seconds	7133.2	5.44	0
qck can have some easy picks the lurks	7135.36	5.2	0
or the the rotations have been so late	7138.64	4.321	0
for the last member of loud this time	7140.56	4.48	1
it's going to pay off that's well done	7142.96	4.199	1
here on a positioning from loud because	7145.04	3.88	0
of that op being posted up on the B side	7147.16	3.201	1
they could focus on the kitchen on the	7148.92	3.52	1
rotate down at the under pass even the	7150.36	4.839	1
op gets the pick	7152.44	5.679	1
time all them falling down 5 seconds	7155.2	4.721	1
left actually there is time at this	7158.12	3.761	1
point when T picks it	7159.92	5.44	1
up so two versus two the shorty T still	7161.88	4.68	1
gets the	7165.36	4.16	1
kill but Les now in a clerk situation	7166.56	5.4	1
information where T is at the high low T	7169.52	5.84	1
doesn't even need it oh my gosh how did	7171.96	5.32	1
that happened for senal to be able to	7175.36	3.96	1
convert that round when they dropped	7177.28	4.28	1
that spike in that	7179.32	5.64	1
kitchen it looks	7181.56	3.4	1
impossible qck with the shot it gets to	7186.12	4.04	1
n	7189.0	4.679	1
the just out of range with the shorty as	7190.16	6.761	1
well Sentinels they're kind of just	7193.68	4.761	1
going for it in these moments you know	7196.92	3.44	1
you have no other choice there to plant	7198.44	3.56	0
but to make it happen the positioning	7200.36	4.839	0
counted and loud did not that shorty	7202.0	5.079	1
kill was it right that that pretty much	7205.2	3.52	1
solidifies for the rest to come around	7207.08	4.321	1
and figure out what they need to do want	7208.72	5.36	0
to go quick a flash over the high tide	7211.4	4.16	0
and then a disy towards the front an	7214.08	3.321	0
aggressive push for a Zin almost got	7215.56	3.36	0
that punish onto two East but there's	7217.4	3.56	0
the from out the head on up the sa the	7218.92	4.12	1
spike is down L commen denies also his	7220.96	4.04	1
KN trying to run away towards yellow	7223.04	3.599	1
second pushes forward for the two kills	7225.0	3.52	1
open it up the bide for a bit there's	7226.64	4.121	1
still one player left it's sedak with	7228.52	4.559	1
the B pushing for it gets the kill up to	7230.76	5.72	1
Z who was protecting the spike PL as L	7233.08	6.56	0
gets a nice shot the rotate from behind	7236.48	5.4	0
unfortunately there for cine almost had	7239.64	4.08	0
the opportunity to get the pick it's off	7241.88	4.64	0
to the sheriff alone upgrading now to	7243.72	6.121	1
the Phantom Nur now being used	7246.52	5.48	1
even the turret on the back the orb	7249.84	4.359	1
comes down John cuti swings on the other	7252.0	5.719	1
side and sels have tied up the game just	7254.2	6.601	0
like that three rounds away from being	7257.72	7.561	1
the kings of Na Kings of Americas will	7260.8	7.919	1
they be able to make it happen qck on	7265.28	6.72	1
this yellow has been doing so much work	7268.72	5.241	1
and then Sentinels are snapping back	7272.0	3.639	1
quick they're figuring out what the	7273.96	4.159	1
dangers are in these situations and	7275.64	4.04	1
acting according	7278.12	5.0	1
Z Jersey Finest coming up again laying	7279.68	6.721	1
people down and yeah we are at	7283.12	6.161	1
101 the big difference is Sentinels have	7286.4	5.759	1
two maps under their belt here looking	7289.28	3.919	1
to	7292.16	3.721	1
finalize this Harbor wall again	7293.2	4.761	1
connecting just down long B and then	7295.88	5.0	1
towards viid to slow and delay but	7297.96	5.159	1
Sentinels is happy to do this rounds	7300.88	4.279	1
they move fast they are just going fast	7303.12	4.321	1
off the rip rounds they move slow they	7305.16	4.401	1
get the read they want	7307.44	3.52	1
that's right the job's not done here for	7309.56	3.28	1
Sentinels for loud they're still looking	7310.96	4.04	1
pretty good lots of money an operator	7312.84	4.279	1
out once again for qck towards be made a	7315.0	4.119	1
jump spot from Z but they also have ult	7317.12	4.721	0
to work with for the retake so senel has	7319.12	4.52	0
to continue their due diligence here if	7321.84	3.239	1
they want to try to win this map but	7323.64	4.801	1
loud has been looking for answers so far	7325.08	5.881	0
just to try to close out this map I	7328.44	5.56	0
think that was a Miss zus walks up like	7330.96	7.279	0
that the swing for Miss does get the	7334.0	7.4	1
surprise kill on cine with the contact	7338.24	5.721	1
DIY now being thrown towards the air	7341.4	5.6	1
flash moving forward second dashing	7343.96	5.639	1
up and that lock down comes out	7347.0	4.48	1
prematurely the spray through the	7349.6	4.401	1
Cascade second Falls Theo though is a	7351.48	3.84	1
little bit too far behind I don't think	7354.0	2.96	1
it's going to break it so that rotates	7355.32	3.799	1
the players back zel is again trying to	7356.96	4.84	1
go for that lurk but it gets stopped by	7359.12	4.96	1
qck with the operator it's a reset with	7361.8	4.76	1
only 24 seconds left SEL have no choice	7364.08	4.241	1
but to commit towards the a site but	7366.56	3.039	1
they still have a p to to work with they	7368.32	2.399	1
have to get in they don't have wingman	7369.6	2.681	1
to plant here it's going to take	7370.72	3.681	1
everybody being in sight to cover this	7372.28	4.68	1
10's again taking that Nest	7374.4	4.799	1
position John cuti though not looky to	7376.96	3.759	1
use his pit there you go brings it out	7379.2	3.241	1
towards the screen breaking line of	7380.72	3.561	1
sight for the operator knife even thrown	7382.44	4.48	1
towards the screen spotting three High	7384.28	5.839	1
tight separating the a site allowing L	7386.92	4.679	1
to try to swarm out with the four	7390.12	2.881	1
players they have remaining they have a	7391.6	3.761	1
Cove to work with for the diffuse as	7393.0	4.719	1
well tuis is the one that's going to	7395.36	4.04	1
have to stay alive here to give chances	7397.72	4.88	1
for loud to fight back this round 21 10	7399.4	5.48	1
pushing forward within that pit still	7402.6	4.321	1
working on the other side or loud	7404.88	5.04	0
outside the DI sassy gets to spray T	7406.92	6.96	0
inside the TR come out T gets the third	7409.92	7.52	0
SEL Take the Lead they only need two now	7413.88	6.6	1
what a wall coming out from John cue	7417.44	5.799	1
placed perfectly on the left side of a	7420.48	5.4	1
sight like you said making loud come	7423.24	4.92	1
through they have to take damage they	7425.88	4.44	1
have to worry about he goes back to loud	7428.16	4.121	1
for one Sentinels correct whatever	7430.32	3.799	1
happens and they hit even harder the	7432.28	4.56	1
next time it's it just seems Unstoppable	7434.12	4.56	1
from them right now two rounds away from	7436.84	3.68	1
solidifying	7438.68	5.761	1
this and the walls about to	7440.52	6.679	1
drop back a for loud they're not going	7444.44	4.4	1
to play too much they'll put Less on	7447.2	4.0	0
pipes we know that sheriff is always	7448.84	5.16	0
always good for one but Sentinels	7451.2	4.96	1
they're all voting down this be long and	7454.0	3.52	1
they're making their way towards that	7456.16	3.92	1
yellow again cuz the high tide didn't	7457.52	4.599	1
come early anymore they just tried to	7460.08	4.08	0
really push forward for Sentinels	7462.12	3.681	1
knowing that the harbor is so far away	7464.16	3.761	1
they try to assist in theay even more	7465.8	3.799	1
now it's time for sels to activate their	7467.92	4.319	1
lock down on this attack side to try to	7469.6	6.56	1
get the plant in pushing away loud back	7472.24	5.561	1
towards the window the timing out the	7476.16	3.121	1
flash misses but it still allows for him	7477.8	3.52	1
to push forward a wall comes up from two	7479.28	3.839	0
spring through with the help of sedak	7481.32	4.16	0
dropping t p plant now still activated	7483.12	5.12	1
though as the plant comes down for senos	7485.48	5.159	1
and a diff use attempt for loud a tap on	7488.24	3.88	1
the spike first a swing out towards the	7490.64	3.161	1
yellow it's a one for one J with the	7492.12	3.641	1
head shot of the SAU sake bite on the	7493.8	3.64	1
ground John trying to stay alive pushed	7495.76	4.24	0
away as well by the enemy snake bite	7497.44	4.88	1
Cloud burst up jump towards the air	7500.0	4.719	1
beautifully done here living J with two	7502.32	5.72	1
kills with twoes is still there for the	7504.72	7.321	1
trade loud a bright light there with the	7508.04	5.96	1
individual skill I think something we've	7512.04	3.599	1
been missing with the individuals being	7514.0	4.0	0
able to pop off on their own what a	7515.64	5.52	0
Cascade from twoes to save himself that	7518.0	4.159	0
was	7521.16	4.721	0
insane last second thinking to turn the	7522.16	7.321	1
round right around get sodock the kill	7525.88	5.6	1
that would save him and you can see what	7529.48	5.0	0
it means to loud that was a big one	7531.48	4.84	0
almost being suffocated out of the game	7534.48	3.159	0
if they weren't able to take that round	7536.32	3.359	1
on the Low by so yeah the Low by comes	7537.64	3.761	1
up with a win for loud they get a little	7539.68	4.0	1
more momentum Reckoning is here to deny	7541.4	5.56	1
a take and operator in the hands of qck	7543.68	5.4	1
again they have a bit of extremity	7546.96	3.52	1
control here this is the first time we	7549.08	3.12	1
see two no okay he just goes up for the	7550.48	4.119	1
wall thought he was moving forward loud	7552.2	4.44	1
and alloud fans continue to show that	7554.6	4.761	1
they're still here to	7556.64	6.0	1
fight zelis using a different path and	7559.36	4.92	1
going through the high tide using his	7562.64	4.401	1
orb to try to lurk inside the kitchen	7564.28	4.839	1
Sentinels four players set	7567.04	5.079	1
up slowly moving up	7569.12	5.761	1
here towards the a site I mean they did	7572.12	4.44	1
give their information away the first	7574.88	4.16	1
dizzy that came out so maybe or control	7576.56	3.921	1
could be the play we're one away from	7579.04	4.119	1
getting a thrash out for zasi and	7580.48	5.28	1
Bladestorm and zelis trying to count on	7583.16	4.44	1
that one couldn't capitalize on that	7585.76	4.16	0
pick it's the first time zelus has been	7587.6	3.841	1
kind of the the spearhead of the	7589.92	3.44	1
strategy he's always the last to move	7591.44	4.84	1
giving info a was waiting for zelus to	7593.36	4.759	1
cause the disruption here loud doing a	7596.28	3.68	1
great job at holding their positions and	7598.12	4.361	1
not moving on this one Sentinels cannot	7599.96	4.199	0
find an opening just yet waiting for	7602.48	3.639	0
util to make that a possibility so you	7604.16	3.48	0
see the high tide now being thrown from	7606.12	4.04	1
the generator already crosshairs are set	7607.64	4.241	1
towards that right side now or finally	7610.16	3.56	1
picked up trying to use that thash to	7611.88	3.92	1
create that space But A rightly comes	7613.72	5.081	1
out the AIO cues allows to spam through	7615.8	5.2	0
that wall and get two and it's the same	7618.8	4.08	1
story once again trying to rotate out	7621.0	3.4	1
and where they're rotating to and up on	7622.88	4.08	1
the B side beautiful hold is starting	7624.4	4.4	1
off for loud he's got cement boots over	7626.96	4.48	1
here he just does not leave the	7628.8	6.04	1
sight finds him on the rotation but	7631.44	6.719	1
Spike down 14 seconds left loud gets the	7634.84	5.96	1
laps last pick and the last last so far	7638.16	5.681	1
12 to 11 as they're looking to move this	7640.8	5.16	1
over to B match	7643.84	4.68	1
point oh my gosh you know what I want to	7645.96	5.08	1
see bind I want to see our last map	7648.52	5.84	1
let's go to Five Sentinels calling the	7651.04	5.199	1
time out here so Kaplan can get in the	7654.36	2.839	1
ear of the	7656.24	3.88	1
players chat with zelus and John cue	7657.2	4.681	1
figure out what's	7660.12	3.841	1
happening and	7661.88	4.92	1
Loud really accepting that round well	7663.96	5.279	1
the Cascade	7666.8	5.24	1
and just denying Sentinels hey I think	7669.24	5.641	1
Sentinels understands now that qck is a	7672.04	4.84	1
staple at whatever sight he's at	7674.88	3.759	1
depending on the stret or depending on	7676.88	4.16	1
what they do he'll be at the other sight	7678.64	4.161	1
if they don't hear the op at the current	7681.04	3.84	1
attack so they have to worry they have	7682.8	4.439	1
to figure out a way to push qck	7684.88	4.839	1
off keep up that's a big question for	7687.24	4.32	1
them they have the set up though we seen	7689.72	4.4	0
the dizzy in The Flash before zel up to	7691.56	4.321	0
get the flash towards	7694.12	5.201	0
green but has the angle	7695.88	6.04	0
Flash not does not affect him just	7699.32	3.879	0
waiting the thrash I don't think he even	7701.92	4.4	0
got the information oh what almost felt	7703.2	5.561	0
like that was on him yeah just pulled	7706.32	5.16	1
away from the flick but T picks up the	7708.76	6.839	1
alt orb and also has n Comm in in the	7711.48	6.48	1
ready trying to delay even more a high	7715.6	3.6	1
TI comes out all the way back from	7717.96	3.92	1
Kitchen that's tuis slowing down any	7719.2	4.561	1
type of push that Seno's trying to take	7721.88	4.199	1
towards green after getting that Al	7723.76	6.0	1
anticipating a n Comm in Hit	7726.08	5.08	1
zelis going to start doing a little	7729.76	3.76	1
roaming towards belt as they keep an eye	7731.16	4.92	1
on Mid great choice by loud and how	7733.52	4.52	1
they've rotated this coverage to lean	7736.08	4.881	1
over towards the B site and yeah seeing	7738.04	4.4	1
Saucy you're probably like okay wingman	7740.96	3.84	1
Spike we got it per perfect lot of	7742.44	4.4	1
information there for	7744.8	4.2	1
loud but it's Mind Games look at him	7746.84	3.759	1
rotating back towards the a side they're	7749.0	3.52	1
thinking hey SEL might pull back towards	7750.6	4.401	1
the abling for it the gamble doesn't	7752.52	4.599	1
turn out this time around it worked for	7755.0	4.639	1
at least two Allin	7757.12	4.401	1
but this time sels are pushing forward	7759.64	3.881	1
in the a site this is a very sketchy	7761.52	4.84	1
plan wingman comes out for a plant sedak	7763.52	4.599	1
gets the pick and a second one off to	7766.36	5.12	1
zelus qck with the off kill on to Z not	7768.12	5.721	1
even needed the assist the p on the last	7771.48	5.32	1
one the fall is trouble out us are able	7773.84	5.879	1
to push this into a fourth M They're all	7776.8	4.68	1
playing back to where tens can be tens	7779.72	2.801	1
again it's not a Chet but it's going to	7781.48	3.239	1
be a yoru and you'll see gate crashes	7782.52	4.4	0
that go all the way into attacker spawn	7784.72	3.761	0
possibly with what they're trying trying	7786.92	3.799	0
to cook up and I'm sure loud has seen	7788.48	4.199	0
that I'm sure sedak knows T is going to	7790.72	4.041	0
be trying to Route them at all times	7792.68	4.04	1
they go for a bit of a default here with	7794.76	5.04	1
focus on hookah so far making sure those	7796.72	5.321	1
extremities are not owned by Sentinels	7799.8	5.52	1
right now seems like T is set up to do a	7802.04	5.88	1
flashbang dance yeah exactly while the	7805.32	4.44	1
contact was there from zel's towards of	7807.92	3.679	1
U-Haul but as there's no contact there	7809.76	3.24	1
there is that solo play from the	7811.6	3.241	1
initiator once again but second went	7813.0	4.679	1
through the TP loud still answers back	7814.84	4.12	1
as they have the player advantage in	7817.68	2.92	1
this pistol round 10's trying to gain	7818.96	5.759	1
some more map control up towards short	7820.6	6.841	0
no what it's not supposed to work like	7824.72	4.721	1
that it's almost like bread crumbs on a	7827.44	4.639	1
trail it's like piece of candy oh piece	7829.44	5.119	1
of candy oh my	7832.08	5.401	1
gosh three on three zelus now finally	7834.56	6.12	1
spots the contact in towards this a	7837.48	6.04	1
sight decoy thrown out by tens not being	7840.68	5.44	1
shot out the bait doesn't work here for	7843.52	5.32	1
Lou first one tap on the SP Spike trying	7846.12	4.721	1
to see what the hot hands are going here	7848.84	4.2	1
for the attack trying to delay and deny	7850.84	5.04	1
the flank to happen trying to get a TP	7853.04	4.76	1
but thankfully it's only C that fell the	7855.88	4.44	1
[ __ ] still up they spot SAS on the back	7857.8	5.439	1
stab there's another TP Les re swings	7860.32	6.319	1
picks the pick onto Sashi Z then comes	7863.24	6.201	0
back out and somehow it has become	7866.64	5.44	0
individual Peaks one by one by Sentinels	7869.44	5.159	0
putting T in a clutch situation nice	7872.08	4.841	1
long range there by Les and this is not	7874.6	5.08	1
a good time if you're a Sentinels fan to	7876.92	6.92	1
see less Stern activate loud very happy	7879.68	6.721	0
though Vans you have to know it they	7883.84	6.16	1
have started down on every map last I	7886.4	5.6	1
mean last map we went back and forth and	7890.0	4.76	1
Loud found their ground but this is	7892.0	4.8	1
going to be a nice start for them here	7894.76	3.72	1
as long as sen don't get that second	7896.8	3.399	1
round again as as long as they don't	7898.48	3.4	1
looks like the classic by looks like	7900.2	3.841	0
Sentinels will not be able to formulate	7901.88	4.44	0
that purchase on this one course	7904.04	3.679	0
defensive sign here that you see from	7906.32	3.799	0
Sentinels but no gamble stack it's	7907.72	4.041	0
actually a heavy pressure towards the a	7910.12	3.921	0
side of flash to try to pinch for	7911.76	4.879	1
information coming out from long B just	7914.04	5.079	1
simple orb control putting in the hands	7916.64	4.121	1
of	7919.12	4.52	1
tens looking for this timing already one	7920.76	4.959	1
one flash thrown by sashy so getting a	7923.64	3.761	1
quick peek to see if that was true and	7925.72	3.561	1
they are still pushing	7927.4	4.719	1
up and now just a pressure game but	7929.28	4.68	0
three in	7932.12	4.0	1
showers they're going to leave 10 here	7933.96	3.84	1
for sure and then back up towards the	7936.12	3.161	1
rest of the site now they'll play the	7937.8	3.12	1
site kind of vertically instead of	7939.28	3.839	1
horizontally if U-Haul control is gained	7940.92	4.12	1
they'll just fight loud out of U-Haul as	7943.12	3.48	1
much as they	7945.04	4.639	1
can oh my what a read just holding the	7946.6	5.56	1
whole time and they can hear it too for	7949.68	4.52	1
now right now it's just meeting up here	7952.16	4.48	1
from the spawn a walk contact Z is going	7954.2	5.281	1
to be the first one sees it on the first	7956.64	4.681	1
what a smart Peak T now switching back	7959.48	3.48	1
to right click instead the hot hands	7961.32	4.239	1
being thrown it's	7962.96	6.0	1
clear it's allows L to split the a site	7965.56	6.64	1
smokes all abundance inside a within the	7968.96	7.32	1
smokes qck gets the execution onto zelus	7972.2	5.44	1
there's still players there though all	7976.28	3.959	1
of Cals have rotated towards the a side	7977.64	4.241	1
trying to do at least some sort of	7980.24	4.761	1
damage that's John cue with two but with	7981.88	5.359	1
that round here you'll have the run it	7985.0	4.8	1
back activated for QC in their bonus	7987.24	5.801	1
round and Loud even with these two	7989.8	6.359	1
rounds look like they're in so much more	7993.04	5.28	0
of a Groove they have the read on	7996.16	4.4	1
Sentinels they know ten is going to be	7998.32	5.399	1
somewhere ratty trying to be funky on	8000.56	6.881	0
the yoru instant Peak Z did not pull	8003.72	6.161	0
their attention away they are ready for	8007.44	3.96	1
the tricks that Sentinels will bring to	8009.88	4.319	1
the table here all right onto the next	8011.4	5.239	1
one loud look pick up this bonus would	8014.2	5.121	1
be gigantic especially on the Low by	8016.64	4.801	1
they're forced into here due to some	8019.32	4.96	0
deaths n wanted some showers control out	8021.44	5.08	0
for loud Camp they did	8024.28	5.04	0
it convert in that second round from the	8026.52	5.32	0
pistol now the bonus pressure came	8029.32	4.48	0
towards this bside knife was being	8031.84	3.52	1
thrown to get some information towards	8033.8	4.48	1
the garden SEL still able to play a four	8035.36	5.04	1
position inside hooka though a TP across	8038.28	3.2	0
once	8040.4	3.719	1
again s by being thrown a one for one	8041.48	5.52	1
Surprise Play actually it's a win here	8044.12	4.681	1
for loud cuz they could upgrade a weapon	8047.0	3.96	0
left behind by	8048.8	5.279	1
zeen underhead flash John K's fully	8050.96	5.36	1
blinded but stays in the	8054.08	4.441	1
Smoke easy out	8056.32	5.399	1
there loud continues to pressure at	8058.52	4.36	1
hookah	8061.72	3.48	1
area T now if you look at the mini map	8062.88	4.48	1
throws this Gate Crash again goes all	8065.2	4.04	1
the way to spawn and'll have a rotation	8067.36	4.64	1
around the side of loud if it comes to	8069.24	5.761	1
it weak great shot by cenen still a	8072.0	5.639	1
great opener then the Wall comes up on	8075.0	4.76	1
defense keeping J CD alive was important	8077.64	3.321	0
here so they could spray across for	8079.76	3.52	0
these two kills now it doesn't really	8080.96	5.599	1
matter on this TP a flash moving forward	8083.28	5.359	1
allowing sels to push up get the wall	8086.56	5.56	1
bang onto seds Che all alone Vandal in	8088.64	5.721	1
hand 26 seconds left so he's got time to	8092.12	6.04	1
work with the first shot now shows that	8094.36	5.64	1
he did try to look for some cover	8098.16	4.161	1
Through The Brimstone smoke yeah John	8100.0	4.92	1
CYT just winning on the other side	8102.32	5.759	1
letting Sashi be the first Contact oh	8104.92	5.96	0
there's the back stab oh with the third	8108.08	5.201	0
almost saw that coming my	8110.88	5.0	0
gosh somehow the positioning of tens	8113.28	5.24	0
could have been costly there	8115.88	4.6	1
as it seems as though sashy thought that	8118.52	4.92	1
he had his back but thankfully John cue	8120.48	5.159	1
was there for the save tu's putting a	8123.44	5.52	1
scare Factor on that round for Sentinels	8125.64	5.92	1
a 3v one and we almost saw him go down	8128.96	5.08	1
one by one one enemy remaining and look	8131.56	4.52	1
at that replay you just saw the last two	8134.04	5.0	1
times that second went for pain shells	8136.08	5.201	1
to open the door sneak by towards that	8139.04	5.92	0
front so they do have a a heavy pressure	8141.28	5.72	0
set up to try to really get some players	8144.96	4.04	1
vulnerable and line up some kills they	8147.0	4.04	1
love teleporters too oh it starts off	8149.0	4.119	0
right away it was just saying both zelus	8151.04	4.44	1
and Z have used the teleporter now even	8153.12	3.96	0
with that util as we have a first shower	8155.48	3.52	1
hit and it's not going to stop TR Blazer	8157.08	4.52	1
trying to bait out the player is	8159.0	5.199	1
focusing on that dog so that Zin could	8161.6	4.921	1
try to swing out again for the pick but	8164.2	4.4	1
everything calms down now	8166.52	5.92	1
yeah man that was quick both players	8168.6	6.0	1
realizing it was uh both teams it was	8172.44	4.56	1
just attempt at showers to see how how	8174.6	4.361	1
deep they would go	8177.0	4.92	1
now back towards mid switched up a few	8178.96	5.44	1
times Ela up top good timing on that one	8181.92	6.159	1
from coward Zen saw the shoulder as Elsa	8184.4	6.08	0
gets the pick Leo walks through his own	8188.08	5.001	0
orb to answer right back with the second	8190.48	5.839	1
one to avenge his teammate on top of	8193.08	5.359	1
that giving it Advantage for loud on the	8196.32	5.441	1
pulse PL snake bite even misses	8198.44	5.0	1
y	8201.76	4.28	1
holding and they knowing Viper there	8203.44	4.08	1
only have to look for the flank now cuz	8206.04	4.359	1
they going to have shower control loud	8207.52	4.92	1
really cleanly Gathering these rounds	8210.4	3.92	1
especially after that shower we see	8212.44	4.641	1
sadak recalling the hit toward short	8214.32	5.36	1
loud seems on point for these strats now	8217.08	4.08	1
and they take back a gun round after	8219.68	3.521	1
that Bonus Goes the way of Sentinels	8221.16	3.8	1
just the last few shots here and	8223.2	3.72	1
preventative utility to shut out	8224.96	3.759	1
Sentinels gambled the sake bites here	8226.92	4.12	1
just flush out some positions but loud	8228.72	4.92	1
doubled up and U-Haul one towards	8231.04	4.12	1
showers and they have their own utility	8233.64	3.641	1
for the P SP as well not looking good at	8235.16	5.0	1
all spray comes across stays alive at 6	8237.28	5.72	1
hp but at the end of the day it still	8240.16	4.72	1
loud's	8243.0	5.04	1
round they go 3-1	8244.88	6.96	1
up the attack from L it's it seems like	8248.04	5.92	1
they're moving quick enough but also	8251.84	5.36	1
taking care of the extremities loud is	8253.96	5.96	1
that t isn't getting to use the yoru	8257.2	4.279	1
like we saw in the last bind game from	8259.92	4.36	1
Sentinels it was much more destructive	8261.48	4.601	1
much more distracting to the opponent	8264.28	4.239	1
here and you know what I say that and we	8266.08	3.96	1
might get it out of a dimensional drift	8268.52	3.16	1
here if he starts getting in the brains	8270.04	4.24	1
of loud trying to Ping him out for this	8271.68	5.201	1
strategy running back can happen just as	8274.28	4.6	1
well with that ultimate from Brimstone	8276.88	3.599	1
in the orbital strike so they may just	8278.88	3.96	1
microwave U-Haul here once they get the	8280.48	4.601	1
chance might be difficult one here as	8282.84	4.12	1
they have a low by for Sentinels on that	8285.08	4.2	1
end though doubling up towards the boxes	8286.96	3.639	1
at the short	8289.28	4.72	1
a loud already just held back by that	8290.6	5.401	1
smoke that was dropped on the defensive	8294.0	4.88	1
side that being here by zelus ready to	8296.0	5.8	1
gate crash out of a	8298.88	2.92	0
shot it's being quiet right here they	8302.8	4.28	0
they tried to play the contact after	8305.08	4.92	0
that smoke knowing the position lik to	8307.08	5.359	1
play on they'll use a run it back to	8310.0	4.8	1
even confirm that the main default	8312.44	5.92	1
position of the aite is open spotting	8314.8	6.32	1
zelus at triple utility being used out	8318.36	4.641	1
here on both ends deniability from snake	8321.12	3.64	1
bites all the way out from the be site	8323.0	4.679	1
landing at the default spot preventing a	8324.76	5.36	1
from coming down also making sure that	8327.68	3.8	1
the smokes could dissipate but the	8330.12	3.319	1
